order_id,order_date,region,city,channel,customer_segment,product_id,quantity,unit_price,discount_pct,delivery_days,rating,returned,payment_method
ORD-0238,2025-10-11,Central,Lahore,Online,SME,P009,2,19034.28,0.05,4,4.1,No,Card
ORD-0239,2025-09-03,Central,Faisalabad,Retail Store,Enterprise,P006,5,171107.71,0.1,0,4.1,No,Card
ORD-0240,2025-12-16,South,Karachi,Retail Store,Consumer,P009,1,18343.14,0.05,1,4.4,No,Digital Wallet
ORD-0241,2025-05-02,North,Rawalpindi,Retail Store,Consumer,P004,2,40582.38,0.15,0,4.5,No,Card
ORD-0242,2025-08-15,Central,Faisalabad,Retail Store,Consumer,P007,1,244937.36,0.0,1,4.2,No,Digital Wallet
ORD-0243,2025-01-21,North,Rawalpindi,Online,SME,P003,4,6278.0,0.0,4,4.7,No,Digital Wallet
ORD-0244,2025-09-09,Central,Faisalabad,Online,SME,P005,2,58572.33,0.1,4,4.9,No,Card
ORD-0245,2025-06-19,North,Islamabad,Corporate,SME,P005,1,57147.67,0.0,3,5,No,Card
ORD-0246,2025-07-15,West,Quetta,Online,Consumer,P003,4,6195.09,0.0,4,3.8,No,Card
ORD-0247,2025-10-01,South,Karachi,Online,SME,P002,4,8349.85,0.1,3,3.5,No,Digital Wallet
ORD-0248,2025-01-13,North,Rawalpindi,Online,Consumer,P002,2,8538.23,0.0,3,4.9,No,Bank Transfer
ORD-0249,2025-10-01,South,Karachi,Retail Store,SME,P009,1,18342.05,0.05,0,4.4,No,Cash
ORD-0250,2025-12-05,South,Karachi,Retail Store,,P004,2,40590.52,0.0,1,3.7,No,Digital Wallet
ORD-0251,2025-03-14,South,Karachi,Retail Store,Consumer,P006,1,166031.29,0.1,1,3.9,No,Bank Transfer
ORD-0252,2025-05-10,South,Karachi,Retail Store,SME,P001,4,4147.24,0.0,0,4.8,No,Bank Transfer
ORD-0253,2025-12-10,Central,Lahore,Online,Consumer,P002,5,8412.46,0.05,4,4.9,No,Digital Wallet
ORD-0254,2025-04-24,Central,Faisalabad,Online,Consumer,P009,2,18919.45,0.05,2,4.7,No,Card
ORD-0255,2025-03-13,West,Quetta,Online,Enterprise,P001,2,4288.1,0.1,6,3.2,No,Card
ORD-0256,2025-10-04,North,Islamabad,Online,Consumer,P010,2,26895.9,0.05,4,4.6,Yes,Card
ORD-0257,2025-12-17,South,Karachi,Online,Consumer,P012,5,37461.79,0.0,2,4.8,No,Cash
ORD-0258,2025-07-18,North,Rawalpindi,Corporate,Consumer,P008,1,133613.59,0.05,4,3.2,No,Bank Transfer
ORD-0259,2025-07-07,Central,Lahore,Retail Store,Consumer,P011,3,21909.24,0.0,0,4.3,No,Bank Transfer
ORD-0260,2025-05-24,South,Karachi,Online,SME,P010,2,27359.11,0.0,2,5,No,Bank Transfer
ORD-0261,2025-05-05,South,Karachi,Online,Consumer,P011,1,21069.58,0.1,3,3.6,No,Bank Transfer
ORD-0262,2025-05-26,West,Quetta,Online,Enterprise,P011,3,21926.17,0.1,5,4.4,No,Cash
ORD-0263,2025-06-25,West,Quetta,Online,Consumer,P001,4,4282.28,0.05,3,4.9,No,Digital Wallet
ORD-0264,2025-02-17,North,Islamabad,Corporate,Consumer,P001,4,4167.34,0.0,5,3.6,No,Cash
ORD-0265,2025-12-23,North,Rawalpindi,Online,Consumer,P002,4,8550.13,0.05,3,5,Yes,Bank Transfer
ORD-0266,2025-04-16,Central,Faisalabad,Online,Consumer,P004,2,38934.29,0.05,3,3.4,No,Bank Transfer
ORD-0267,2025-10-13,North,Rawalpindi,Retail Store,Consumer,P012,4,37016.36,0.1,1,3.9,No,Card
ORD-0268,2025-02-21,South,Hyderabad,Corporate,SME,P008,1,129313.05,0.15,3,4.3,No,Digital Wallet
ORD-0269,2025-04-24,North,Islamabad,Retail Store,,P004,7,39549.78,0.1,1,5,No,Bank Transfer
ORD-0270,2025-09-23,South,Karachi,Corporate,Consumer,P009,1,18693.17,0.0,3,3.3,No,Card
ORD-0271,2025-07-27,Central,Lahore,Retail Store,Consumer,P001,3,4161.56,0.1,0,2.8,No,Card
ORD-0272,2025-05-14,South,Karachi,Retail Store,Consumer,P003,3,6339.91,0.1,1,4.2,No,Bank Transfer
ORD-0273,2025-08-23,Central,Lahore,Retail Store,Consumer,P004,1,39919.28,0.0,0,5,No,Card
ORD-0274,2025-05-15,South,Karachi,Online,SME,P003,4,6130.76,0.0,1,4.1,No,Digital Wallet
ORD-0275,2025-05-01,Central,Faisalabad,Online,Consumer,P002,2,8642.26,0.0,6,4.7,No,Card
ORD-0276,2025-09-04,North,Rawalpindi,Retail Store,Enterprise,P011,4,21090.9,0.1,1,4.2,No,Card
ORD-0277,2025-10-04,South,Hyderabad,Online,SME,P002,4,8405.98,0.0,3,4.0,No,Bank Transfer
ORD-0278,2025-05-15,South,Hyderabad,Corporate,Consumer,P002,2,8458.74,0.1,1,3.8,No,Bank Transfer
ORD-0279,2025-02-21,Central,Lahore,Retail Store,Enterprise,P002,7,8486.22,0.0,0,4.7,No,Digital Wallet
ORD-0280,2025-06-11,Central,Faisalabad,Online,Enterprise,P001,2,4089.13,0.1,1,4.4,No,Card
ORD-0281,2025-05-12,South,Hyderabad,Online,Enterprise,P012,3,37549.83,0.05,1,4.9,No,Bank Transfer
ORD-0282,2025-08-26,Central,Lahore,Corporate,SME,P011,4,21950.08,0.0,3,4.6,No,Card
ORD-0283,2025-05-19,West,Peshawar,Retail Store,Consumer,P004,1,38750.81,0.0,1,4.3,No,Cash
ORD-0284,2025-02-18,South,Hyderabad,Retail Store,Consumer,P004,1,38561.31,0.05,0,4.7,No,Digital Wallet
ORD-0285,2025-05-26,North,Islamabad,Online,Enterprise,P001,7,4290.81,0.05,1,4.5,No,Card
ORD-0286,2025-12-24,North,Rawalpindi,Retail Store,,P006,4,172121.95,0.1,0,3.7,No,Card
ORD-0287,2025-03-11,South,Hyderabad,Retail Store,SME,P005,4,57796.63,0.1,0,4.5,No,Cash
ORD-0288,2025-10-15,North,Islamabad,Online,SME,P004,4,38837.8,0.0,2,3.7,No,Bank Transfer
ORD-0289,2025-11-29,Central,Faisalabad,Online,Enterprise,P002,5,8569.82,0.1,2,4.0,Yes,Card
ORD-0290,2025-02-22,South,Karachi,Retail Store,SME,P002,2,8496.73,0.0,0,4.4,No,Cash
ORD-0291,2025-03-16,South,Hyderabad,Online,Consumer,P002,4,8667.41,0.0,1,4.3,No,Bank Transfer
ORD-0292,2025-08-24,Central,Lahore,Retail Store,Enterprise,P005,7,60118.86,0.15,0,3.8,No,Card
ORD-0293,2025-05-10,North,Rawalpindi,Online,Enterprise,P011,3,21159.4,0.05,5,4.2,No,Bank Transfer
ORD-0294,2025-10-25,Central,Faisalabad,Retail Store,Consumer,P010,1,26935.2,0.0,1,3.3,No,Card
ORD-0295,2025-10-02,Central,Lahore,Retail Store,Consumer,P006,2,171079.7,0.05,0,5,Yes,Bank Transfer
ORD-0296,2025-01-21,North,Rawalpindi,Retail Store,Consumer,P005,1,58653.11,0.0,0,4.1,No,Bank Transfer
ORD-0297,2025-06-01,Central,Faisalabad,Retail Store,SME,P005,2,59844.09,0.05,0,5,No,Card
ORD-0298,2025-10-03,Central,Lahore,Retail Store,Consumer,P006,2,166211.81,0.05,0,5,Yes,Digital Wallet
ORD-0299,2025-02-24,North,Islamabad,Online,SME,P004,4,39561.2,0.05,4,4.2,No,Card
ORD-0300,2025-09-09,West,Quetta,Retail Store,SME,P003,4,6309.46,0.0,1,4.9,No,Card
ORD-0301,2025-04-21,West,Quetta,Online,Consumer,P004,1,39562.08,0.0,4,4.0,No,Bank Transfer
ORD-0302,2025-07-03,Central,Faisalabad,Corporate,Consumer,P002,3,8580.34,0.05,1,3.4,No,Bank Transfer
ORD-0303,2025-07-31,Central,Faisalabad,Corporate,Consumer,P002,4,8635.51,0.1,3,5,No,Bank Transfer
ORD-0304,2025-11-02,South,Karachi,Corporate,Consumer,P003,2,6332.33,0.0,2,3.8,No,Bank Transfer
ORD-0305,2025-01-20,North,Islamabad,Online,Consumer,P007,1,244372.91,0.0,2,3.9,No,Card
ORD-0306,2025-09-07,Central,Lahore,Retail Store,Consumer,P009,2,18032.11,0.0,0,3.6,No,Digital Wallet
ORD-0307,2025-12-01,Central,Lahore,Retail Store,SME,P001,4,4210.06,0.0,0,5,No,Cash
ORD-0308,2025-11-01,North,Islamabad,Online,Consumer,P004,1,39111.72,0.05,2,4.1,No,Bank Transfer
ORD-0309,2025-09-04,North,Rawalpindi,Online,SME,P006,2,165402.54,0.0,1,4.7,No,Card
ORD-0310,2025-04-08,South,Karachi,Retail Store,Consumer,P003,2,6177.85,0.1,0,4.4,No,Digital Wallet
ORD-0311,2025-11-14,West,Peshawar,Online,SME,P001,5,4079.73,0.0,6,4.2,No,Bank Transfer
ORD-0312,2025-12-24,Central,Faisalabad,Retail Store,SME,P001,2,4145.57,0.1,0,5,No,Digital Wallet
ORD-0313,2025-12-06,Central,Faisalabad,Corporate,Consumer,P011,2,22118.93,0.05,4,3.8,No,Card
ORD-0314,2025-10-15,West,Quetta,Online,Enterprise,P003,5,6290.91,0.0,5,3.5,No,Digital Wallet
ORD-0315,2025-02-01,Central,Faisalabad,Corporate,SME,P001,3,4112.23,0.1,3,4.0,No,Digital Wallet
ORD-0316,2025-04-27,North,Islamabad,Online,Consumer,P007,2,248628.44,0.0,4,4.9,No,Digital Wallet
ORD-0317,2025-09-26,West,Peshawar,Corporate,Enterprise,P002,6,8406.92,0.1,6,3.8,No,Digital Wallet
ORD-0318,2025-07-31,West,Peshawar,Online,Enterprise,P011,8,21051.02,0.05,5,4.2,No,Bank Transfer
ORD-0319,2025-11-02,South,Karachi,Online,SME,P005,5,59244.19,0.0,1,4.3,No,Card
ORD-0320,2025-05-19,West,Quetta,Retail Store,Enterprise,P009,2,18141.56,0.15,0,4.8,No,Bank Transfer
ORD-0321,2025-01-22,Central,Faisalabad,Retail Store,Consumer,P012,1,36394.03,0.1,0,3.7,No,Card
ORD-0322,2025-01-21,North,Islamabad,Online,Consumer,P011,4,21069.77,0.0,5,3.6,No,Bank Transfer
ORD-0323,2025-09-14,South,Karachi,Online,Consumer,P001,2,4296.4,0.0,1,5,No,Card
ORD-0324,2025-12-28,North,Rawalpindi,Online,SME,P009,2,18365.33,0.0,4,3.8,No,Card
ORD-0325,2025-12-31,South,Hyderabad,Online,SME,P004,2,38593.6,0.05,1,,No,Digital Wallet
ORD-0326,2025-09-10,South,Hyderabad,Retail Store,Consumer,P007,1,244201.33,0.05,1,3.4,No,Card
ORD-0327,2025-03-16,Central,Faisalabad,Online,Consumer,P001,2,4243.37,0.05,1,3.9,No,Card
ORD-0328,2025-01-19,South,Hyderabad,Online,Enterprise,P010,5,28066.46,0.0,1,3.9,No,Card
ORD-0329,2025-04-18,Central,Lahore,Retail Store,Enterprise,P006,2,167835.32,0.1,1,4.3,No,Bank Transfer
ORD-0330,2025-11-16,South,Karachi,Retail Store,Consumer,P009,2,18491.68,0.0,1,4.1,No,Bank Transfer
ORD-0331,2025-04-17,Central,Faisalabad,Online,Consumer,P006,1,163073.88,0.0,4,,No,Bank Transfer
ORD-0332,2025-12-18,South,Hyderabad,Retail Store,SME,P001,2,4157.29,0.0,0,5,No,Cash
ORD-0333,2025-10-02,West,Peshawar,Corporate,Consumer,P009,2,18572.09,0.05,5,4.1,No,Card
ORD-0334,2025-02-03,West,Peshawar,Corporate,Consumer,P003,4,6083.7,0.0,5,3.6,No,Cash
ORD-0335,2025-05-02,North,Rawalpindi,Online,Consumer,P001,2,4304.17,0.05,4,4.4,No,Card
ORD-0336,2025-09-26,South,Hyderabad,Online,,P010,6,27791.58,0.0,2,3.5,No,Bank Transfer
ORD-0337,2025-12-18,Central,Lahore,Online,Enterprise,P001,9,4079.67,0.1,3,4.7,No,Bank Transfer
ORD-0338,2025-05-20,South,Hyderabad,Online,Enterprise,P006,2,165042.3,0.05,2,4.6,No,Card
ORD-0339,2025-11-10,West,Peshawar,Online,Consumer,P011,1,21349.84,0.0,4,2.9,No,Cash
ORD-0340,2025-06-20,Central,Lahore,Corporate,SME,P005,2,57071.14,0.1,3,4.0,No,Cash
ORD-0341,2025-04-25,South,Hyderabad,Corporate,Consumer,P009,2,18820.54,0.1,2,4.3,No,Card
ORD-0342,2025-06-28,Central,Lahore,Retail Store,Consumer,P009,1,18306.72,0.05,0,3.6,No,Bank Transfer
ORD-0343,2025-07-16,South,Karachi,Corporate,SME,P010,4,27610.9,0.0,2,4.1,No,Cash
ORD-0344,2025-02-28,Central,Faisalabad,Online,Consumer,P004,2,40580.44,0.0,2,5,No,Bank Transfer
ORD-0345,2025-02-16,South,Karachi,Corporate,Enterprise,P008,2,134036.06,0.1,3,3.7,No,Bank Transfer
ORD-0346,2025-06-03,North,Rawalpindi,Corporate,Enterprise,P009,4,19044.22,0.1,3,3.7,No,Digital Wallet
ORD-0347,2025-01-28,South,Hyderabad,Online,Consumer,P001,4,4231.55,0.05,1,3.7,No,Card
ORD-0348,2025-07-04,Central,Lahore,Online,Enterprise,P001,2,4237.39,0.0,4,5,No,Card
ORD-0349,2025-08-22,West,Peshawar,Retail Store,Consumer,P004,2,39226.77,0.0,0,3.6,No,Bank Transfer
ORD-0350,2025-09-14,South,Hyderabad,Online,Consumer,P005,2,57142.21,0.05,2,3.9,No,Digital Wallet
ORD-0351,2025-08-27,North,Islamabad,Online,,P009,1,18704.32,0.05,2,3.8,No,Bank Transfer
ORD-0352,2025-08-29,North,Rawalpindi,Online,Enterprise,P010,4,26951.39,0.1,2,3.9,No,Card
ORD-0353,2025-10-21,South,Hyderabad,Corporate,,P003,2,6202.08,0.1,2,4.6,No,Digital Wallet
ORD-0354,2025-03-31,West,Quetta,Retail Store,Consumer,P002,4,8337.21,0.05,0,4.1,No,Digital Wallet
ORD-0355,2025-07-31,Central,Lahore,Retail Store,SME,P002,3,8572.55,0.1,0,4.5,No,Bank Transfer
ORD-0356,2025-09-30,South,Hyderabad,Retail Store,Consumer,P011,3,22051.12,0.05,1,3.9,No,Card
ORD-0357,2025-08-10,Central,Faisalabad,Online,Consumer,P001,4,4268.83,0.1,4,4.2,No,Card
ORD-0358,2025-10-08,South,Karachi,Corporate,Consumer,P001,4,4162.58,0.05,1,4.2,No,Card
ORD-0359,2025-04-22,West,Quetta,Retail Store,Consumer,P011,4,21701.75,0.1,1,4.4,No,Card
ORD-0360,2025-05-31,North,Islamabad,Retail Store,Enterprise,P003,5,6109.73,0.1,0,4.4,No,Card
ORD-0361,2025-08-14,South,Karachi,Retail Store,Consumer,P005,1,58642.62,0.05,1,3.6,No,Digital Wallet
ORD-0362,2025-02-07,South,Hyderabad,Corporate,Consumer,P005,1,60019.46,0.05,2,5,No,Bank Transfer
ORD-0363,2025-09-09,North,Rawalpindi,Corporate,SME,P010,2,26680.46,0.15,4,3.6,No,Digital Wallet
ORD-0364,2025-07-25,South,Karachi,Online,Enterprise,P003,6,6254.98,0.0,3,4.4,No,Cash
ORD-0365,2025-07-03,North,Rawalpindi,Retail Store,Consumer,P002,4,8443.27,0.1,1,4.0,No,Bank Transfer
ORD-0366,2025-01-29,South,Karachi,Online,Consumer,P008,2,135485.51,0.1,3,3.2,No,Card
ORD-0367,2025-01-10,North,Islamabad,Online,SME,P001,3,4280.83,0.0,3,3.3,No,Digital Wallet
ORD-0368,2025-11-12,South,Karachi,Online,SME,P012,5,35669.56,0.05,1,3.5,No,Card
ORD-0369,2025-05-21,South,Hyderabad,Online,Consumer,P002,1,8313.02,0.1,5,,No,Digital Wallet
ORD-0370,2025-02-15,Central,Faisalabad,Online,SME,P010,2,27015.16,0.05,2,3.6,No,Bank Transfer
ORD-0371,2025-09-13,Central,Lahore,Retail Store,SME,P003,2,6085.39,0.15,0,4.2,No,Digital Wallet
ORD-0372,2025-08-26,Central,Lahore,Online,Consumer,P010,2,27495.9,0.0,3,4.1,No,Card
ORD-0373,2025-08-21,South,Karachi,Corporate,Consumer,P010,2,27524.59,0.0,2,5,No,Bank Transfer
ORD-0374,2025-04-28,Central,Faisalabad,Online,Consumer,P004,1,39205.01,0.0,2,4.4,No,Card
ORD-0375,2025-07-18,North,Rawalpindi,Retail Store,SME,P012,3,35683.59,0.05,0,4.2,No,Bank Transfer
ORD-0376,2025-06-01,Central,Lahore,Retail Store,SME,P002,4,8684.72,0.0,0,4.6,No,Card
ORD-0377,2025-05-07,South,Hyderabad,Retail Store,Enterprise,P007,3,254156.67,0.15,0,4.4,No,Cash
ORD-0378,2025-09-03,Central,Lahore,Retail Store,Consumer,P006,1,169947.05,0.0,0,4.2,No,Card
ORD-0379,2025-09-03,Central,Lahore,Retail Store,Enterprise,P009,2,19028.83,0.05,0,4.7,No,Bank Transfer
ORD-0380,2025-11-18,South,Hyderabad,Retail Store,Consumer,P009,1,18819.34,0.0,1,3.8,No,Bank Transfer
ORD-0381,2025-01-27,South,Hyderabad,Retail Store,Consumer,P003,2,6065.49,0.0,1,4.8,No,Bank Transfer
ORD-0382,2025-04-26,South,Hyderabad,Retail Store,Consumer,P001,3,4188.01,0.05,0,4.7,No,Bank Transfer
ORD-0383,2025-08-20,Central,Lahore,Online,Enterprise,P001,5,4146.67,0.15,4,4.6,No,Bank Transfer
ORD-0384,2025-11-18,South,Hyderabad,Corporate,Consumer,P001,5,4185.85,0.05,4,4.8,No,Digital Wallet
ORD-0385,2025-06-25,Central,Faisalabad,Retail Store,SME,P006,4,167576.71,0.05,0,4.5,No,Digital Wallet
ORD-0386,2025-06-30,South,Karachi,Retail Store,Consumer,P006,1,172769.92,0.1,1,4.7,No,Cash
ORD-0387,2025-06-12,North,Rawalpindi,Online,Consumer,P006,1,169668.78,0.15,4,4.8,No,Bank Transfer
ORD-0388,2025-09-13,Central,Faisalabad,Corporate,Consumer,P012,3,36442.86,0.0,6,3.3,No,Card
ORD-0389,2025-08-15,South,Karachi,Retail Store,Enterprise,P002,6,8402.12,0.05,0,4.0,No,Cash
ORD-0390,2025-05-23,South,Karachi,Retail Store,Consumer,P009,1,19028.18,0.0,0,4.3,No,Bank Transfer
ORD-0391,2025-07-04,North,Rawalpindi,Online,Consumer,P003,3,6377.64,0.1,5,4.6,No,Digital Wallet
ORD-0392,2025-08-06,Central,Faisalabad,Online,SME,P001,3,4193.6,0.1,3,4.2,No,Cash
ORD-0393,2025-05-20,North,Rawalpindi,Retail Store,SME,P001,4,4146.94,0.05,0,,No,Bank Transfer
ORD-0394,2025-05-15,South,Hyderabad,Online,SME,P003,4,6351.33,0.05,1,5,No,Digital Wallet
ORD-0395,2025-09-04,North,Rawalpindi,Retail Store,Consumer,P009,1,18359.25,0.05,0,4.4,No,Card
ORD-0396,2025-12-21,South,Karachi,Online,Consumer,P008,2,128425.82,0.0,3,4.4,No,Cash
ORD-0397,2025-06-15,Central,Faisalabad,Online,SME,P003,3,6018.8,0.05,2,4.8,No,Digital Wallet
ORD-0398,2025-04-24,Central,Lahore,Online,Enterprise,P001,3,4194.84,0.05,2,5,No,Bank Transfer
ORD-0399,2025-12-30,South,Karachi,Online,Enterprise,P002,4,8308.93,0.05,1,3.2,No,Cash
ORD-0400,2025-02-25,South,Karachi,Retail Store,Enterprise,P001,4,4264.15,0.1,1,4.6,No,Card
ORD-0401,2025-05-23,West,Peshawar,Online,Enterprise,P010,6,27074.01,0.1,7,4.5,Yes,Card
ORD-0402,2025-10-03,South,Karachi,Corporate,Enterprise,P011,5,21755.59,0.05,3,4.1,No,Digital Wallet
ORD-0403,2025-07-28,South,Hyderabad,Online,Consumer,P001,3,4214.4,0.0,1,4.1,No,Bank Transfer
ORD-0404,2025-08-16,South,Hyderabad,Online,Enterprise,P002,4,8723.93,0.05,3,5,No,Bank Transfer
ORD-0405,2025-03-03,South,Hyderabad,Retail Store,Enterprise,P009,3,18016.83,0.15,0,4.3,No,Digital Wallet
ORD-0406,2025-08-06,Central,Faisalabad,Retail Store,SME,P007,4,245858.73,0.05,0,5,No,Bank Transfer
ORD-0407,2025-04-29,Central,Lahore,Online,SME,P011,4,22108.97,0.0,3,4.1,No,Card
ORD-0408,2025-09-10,Central,Lahore,Online,Consumer,P005,2,59586.28,0.05,2,5,No,Digital Wallet
ORD-0409,2025-07-12,North,Islamabad,Online,SME,P011,3,21489.01,0.0,3,4.1,No,Cash
ORD-0410,2025-10-20,North,Islamabad,Retail Store,Consumer,P005,2,58910.46,0.0,0,3.5,No,Card
ORD-0411,2025-06-28,Central,Lahore,Retail Store,SME,P004,4,39132.99,0.0,0,4.7,No,Card
ORD-0412,2025-06-06,South,Karachi,Online,Consumer,P005,2,58738.85,0.1,2,4.1,No,Digital Wallet
ORD-0413,2025-10-21,South,Hyderabad,Online,SME,P003,3,6242.72,0.0,4,3.5,No,Cash
ORD-0414,2025-05-28,South,Hyderabad,Corporate,Consumer,P002,1,8546.85,0.0,3,3.5,No,Card
ORD-0415,2025-09-16,Central,Faisalabad,Retail Store,Consumer,P004,2,39796.16,0.05,1,3.9,No,Card
ORD-0416,2025-10-23,North,Rawalpindi,Online,SME,P010,4,28217.15,0.05,4,4.4,No,Card
ORD-0417,2025-08-11,North,Islamabad,Retail Store,Enterprise,P003,4,6109.4,0.1,0,4.3,Yes,Cash
ORD-0418,2025-08-12,North,Islamabad,Online,Consumer,P001,2,4236.36,0.0,4,4.1,No,Digital Wallet
ORD-0419,2025-02-02,West,Peshawar,Corporate,SME,P011,4,21159.49,0.05,3,3.9,No,Bank Transfer
ORD-0420,2025-09-12,West,Quetta,Retail Store,SME,P003,4,6362.01,0.0,0,4.2,No,Digital Wallet
ORD-0421,2025-10-29,South,Hyderabad,Retail Store,Consumer,P006,2,169842.0,0.15,0,3.6,No,Card
ORD-0422,2025-12-06,Central,Lahore,Retail Store,SME,P002,5,8570.86,0.05,1,5,No,Digital Wallet
ORD-0423,2025-07-21,West,Peshawar,Online,Enterprise,P009,4,18178.53,0.15,6,3.5,No,Cash
ORD-0424,2025-02-11,Central,Faisalabad,Retail Store,Consumer,P011,2,21918.48,0.05,1,4.9,No,Bank Transfer
ORD-0425,2025-01-27,Central,Lahore,Retail Store,SME,P001,4,4232.33,0.0,0,4.5,No,Card
ORD-0426,2025-11-29,Central,Faisalabad,Corporate,Consumer,P005,1,57659.99,0.05,3,3.8,No,Card
ORD-0427,2025-10-20,South,Karachi,Corporate,SME,P008,1,135755.09,0.0,2,3.9,No,Bank Transfer
ORD-0428,2025-07-08,South,Karachi,Online,Consumer,P010,2,28039.97,0.05,2,4.7,No,Digital Wallet
ORD-0429,2025-07-15,South,Karachi,Retail Store,Enterprise,P003,8,6169.62,0.05,0,5,No,Bank Transfer
ORD-0430,2025-11-28,North,Islamabad,Retail Store,Enterprise,P012,6,36967.21,0.1,0,4.6,No,Bank Transfer
ORD-0431,2025-08-30,West,Quetta,Online,Consumer,P004,2,39905.89,0.0,5,4.0,No,Card
ORD-0432,2025-08-28,South,Hyderabad,Retail Store,Consumer,P003,2,6378.01,0.05,0,4.2,No,Digital Wallet
ORD-0433,2025-05-16,North,Rawalpindi,Corporate,Consumer,P012,4,35521.56,0.0,1,4.3,No,Cash
ORD-0434,2025-09-11,South,Hyderabad,Corporate,SME,P004,1,40319.64,0.1,2,4.5,No,Card
ORD-0435,2025-05-20,North,Islamabad,Retail Store,Enterprise,P005,6,57378.8,0.15,0,4.5,No,Cash
ORD-0436,2025-12-15,West,Quetta,Online,SME,P012,4,35468.24,0.05,3,4.4,No,Cash
ORD-0437,2025-11-15,West,Peshawar,Corporate,Enterprise,P011,8,21127.66,0.0,5,4.3,No,Digital Wallet
ORD-0438,2025-04-02,South,Hyderabad,Online,Enterprise,P002,5,8575.06,0.15,3,4.7,No,Cash
ORD-0439,2025-11-05,South,Karachi,Corporate,Consumer,P005,2,58417.3,0.05,2,3.1,No,Bank Transfer
ORD-0440,2025-06-24,West,Quetta,Retail Store,SME,P011,3,21459.0,0.0,0,3.7,No,Card
ORD-0441,2025-10-19,South,Karachi,Corporate,Consumer,P005,2,57076.64,0.05,5,3.6,No,Card
ORD-0442,2025-12-05,North,Islamabad,Corporate,Consumer,P004,2,39059.05,0.05,3,3.1,No,Digital Wallet
ORD-0443,2025-02-10,Central,Faisalabad,Corporate,Consumer,P006,1,166940.93,0.0,4,3.8,No,Cash
ORD-0444,2025-06-05,Central,Faisalabad,Retail Store,Enterprise,P009,4,18042.27,0.0,0,3.7,No,Card
ORD-0445,2025-04-18,North,Islamabad,Retail Store,Consumer,P008,1,128721.86,0.1,0,4.1,No,Card
ORD-0446,2025-08-30,South,Hyderabad,Retail Store,Consumer,P006,2,163473.3,0.0,1,4.3,No,Bank Transfer
ORD-0447,2025-10-24,Central,Faisalabad,Online,Consumer,P005,2,57558.99,0.0,5,4.2,No,Card
ORD-0448,2025-03-01,North,Rawalpindi,Online,Consumer,P002,4,8420.36,0.0,3,5,No,Bank Transfer
ORD-0449,2025-03-09,West,Peshawar,Corporate,Enterprise,P009,7,18344.88,0.05,6,3.9,No,Cash
ORD-0450,2025-03-30,South,Hyderabad,Online,Consumer,P012,2,35863.66,0.0,4,4.4,No,Card
ORD-0451,2025-01-17,Central,Faisalabad,Online,SME,P001,4,4138.97,0.0,3,4.4,No,Card
ORD-0452,2025-09-21,Central,Lahore,Retail Store,Enterprise,P004,5,40596.47,0.1,0,4.4,No,Card
ORD-0453,2025-03-27,Central,Lahore,Corporate,Consumer,P003,4,6286.51,0.0,1,3.9,No,Digital Wallet
ORD-0454,2025-01-04,South,Hyderabad,Online,Consumer,P001,4,4164.88,0.05,1,4.9,No,Card
ORD-0455,2025-07-29,West,Peshawar,Corporate,Consumer,P010,1,26814.88,0.0,7,4.2,Yes,Cash
ORD-0456,2025-10-22,South,Hyderabad,Online,Enterprise,P009,4,18745.92,0.05,2,3.6,No,Bank Transfer
ORD-0457,2025-11-26,South,Hyderabad,Retail Store,Enterprise,P010,6,27954.41,0.15,1,5,No,Cash
ORD-0458,2025-10-04,South,Karachi,Retail Store,Consumer,P003,1,6024.38,0.1,1,4.2,No,Bank Transfer
ORD-0459,2025-07-10,South,Hyderabad,Online,SME,P012,4,36658.63,0.0,4,4.0,No,Bank Transfer
ORD-0460,2025-12-07,North,Islamabad,Online,Consumer,P010,1,27853.68,0.1,4,3.8,No,Bank Transfer
ORD-0461,2025-07-30,South,Karachi,Online,Consumer,P002,3,8590.18,0.0,3,3.2,No,Bank Transfer
ORD-0462,2025-12-19,West,Peshawar,Retail Store,Consumer,P002,5,8607.69,0.0,1,3.8,No,Card
ORD-0463,2025-10-14,North,Islamabad,Retail Store,Consumer,P001,2,4205.74,0.0,0,4.8,No,Cash
ORD-0464,2025-01-25,West,Peshawar,Corporate,Consumer,P010,2,26678.44,0.05,5,4.3,No,Card
ORD-0465,2025-07-13,North,Islamabad,Retail Store,Consumer,P005,2,59086.94,0.0,1,4.3,No,Cash
ORD-0466,2025-04-30,West,Peshawar,Retail Store,Enterprise,P011,7,21688.23,0.15,1,5,No,Card
ORD-0467,2025-02-13,South,Karachi,Corporate,Consumer,P009,1,18078.51,0.1,2,4.3,No,Card
ORD-0468,2025-08-16,South,Hyderabad,Online,Consumer,P011,3,21418.75,0.0,2,4.6,No,Card
ORD-0469,2025-03-15,South,Karachi,Online,Enterprise,P009,2,18627.07,0.05,1,4.5,No,Card
ORD-0470,2025-07-12,West,Quetta,Online,Consumer,P007,1,247895.53,0.1,5,3.9,No,Bank Transfer
ORD-0471,2025-07-28,Central,Lahore,Online,Enterprise,P009,3,18791.91,0.1,3,4.8,No,Digital Wallet
ORD-0472,2025-03-14,North,Islamabad,Corporate,Consumer,P004,2,38414.05,0.1,4,5,No,Card
ORD-0473,2025-05-20,Central,Faisalabad,Corporate,Enterprise,P002,6,8268.2,0.1,3,3.7,No,Card
