order_id,order_date,region,category,product,customer,quantity,unit_price,sales,cost
ORD-00237,2026-04-01,Multan,Clothing,Formal Shirt,Alpha Industries,6,6296.24,37777.44,23136.0
ORD-00511,2026-05-25,Lahore,Furniture,Office Chair,Unity Mart,5,39889.77,199448.85,136445.9
ORD-00527,2026-06-05,Lahore,Office Supplies,Ink Cartridge,West Mart,3,9488.94,28466.82,19871.34
ORD-00172,2026-06-25, Faisalabad ,Furniture,Filing Cabinet,Crescent Industries,1,34020.45,34020.45,23360.62
ORD-00382,2026-05-06,Rawalpindi,Electronics,Monitor,Khyber Co,3,53822.47,161467.41,119476.29
ORD-00064,2026-01-22,Karachi, Furniture ,Filing Cabinet,Nexus Industries,5,32269.19,161345.95,113490.25
ORD-00154,2026-06-10,Karachi,,Printer Paper Box,Metro Industries,1,4150.5,4150.5,2969.21
ORD-00494,2026-03-02,Rawalpindi,furniture,Filing Cabinet,Beta Enterprises,1,30057.25,30057.25,22913.64
ORD-00040,2026-02-09,Lahore,Electronics,Monitor,Pak Stores,4,50261.1,201044.4,156799.72
ORD-00012,2026-01-16,Islamabad,Clothing,Trousers,Green Enterprises,1,8807.76,8807.76,4885.86
ORD-00329,2026-02-13,ISLAMABAD,Office Supplies,Notebook Pack,,5,1943.46,9717.3,5227.25
ORD-00215,08/01/2026,Lahore,Home Appliances,Vacuum Cleaner,Jinnah Mart,4,35516.16,142064.64,98397.72
ORD-00287,2026-04-04,Lahore,Clothing,Jacket,Crescent Stores,3,16735.08,50205.24,33797.55
ORD-00573,2026-03-19,Rawalpindi,Home Appliances,Electric Kettle,Prime Traders,4,8297.72,"33,190.88",22944.28
ORD-00505,2026-03-09,Rawalpindi,Furniture,Filing Cabinet,Beta Enterprises,4,33516.54,134066.16,98028.52
ORD-00370,2026-06-09,,Home Appliances,Vacuum Cleaner,Alpha Ltd,2,32671.55,65343.1,50597.82
ORD-00391,2026-04-17,Karachi,Home Appliances,Electric Kettle,,3,8213.87,24641.61,17167.23
ORD-00541,2026-02-13,Lahore,Electronics,Smartphone,Horizon Solutions,3,103448.43,310345.29,231244.83
ORD-00124,2026-03-31,Lahore,Clothing,Trousers,Vertex Industries,2,8616.69,17233.38,10271.48
ORD-00419,2026-04-28,RAWALPINDI,Clothing,Jacket,Indus Industries,4,17641.56,70566.24,45778.72
ORD-00585,01-08-2026,faisalabad,Home Appliances,Microwave Oven,Unity Solutions,5,38475.67,192378.35,151477.6
ORD-00361,24/04/2026,Rawalpindi,Office Supplies,Ink Cartridge,Khyber Stores,2,8963.2,17926.4,13956.56
ORD-00526,2026-01-09,Rawalpindi, Office Supplies ,Notebook Pack,Crescent Enterprises,6,1910.69,11464.14,6838.92
ORD-00462,2026-04-14,Lahore,electronics,Smartphone,Pak Industries,5,92880.08,"464,400.40",382923.5
ORD-00024,2026-01-21,Islamabad,Office Supplies,Printer Paper Box,Prime Traders,4,4162.79,16651.16,"PKR 12,051.12"
ORD-00008,2026-05-21,Islamabad,home appliances,Air Fryer,Nexus Mart,6,27837.59,167025.54,132238.86
ORD-00106,2026-05-19,Lahore,Home Appliances,Microwave Oven,Falcon Stores,6,36553.81,219322.86,171114.9
ORD-00475,2026-02-23,Lahore,Furniture,Bookshelf,Unity Enterprises,6,23954.48,143726.88,98470.8
ORD-00105,2026-04-17,Karachi,Clothing,Trousers,Metro Industries,4,8303.29,33213.16,21304.68
ORD-00038,2026-01-27,Islamabad,Electronics,Monitor,,5,48646.24,"243,231.20",186967.15
ORD-00164,2026-02-05,Multan,HOME APPLIANCES,Vacuum Cleaner,Crescent Mart,2,32256.1,64512.2,50056.78
ORD-00114,2026-06-16,Karachi,Home Appliances,Air Fryer,Metro Industries,4,27848.13,111392.52,87902.44
ORD-00096,2026-04-25,Multan,Electronics,Keyboard,Green Ltd,5,12004.04,60020.2,39142.95
ORD-00235,21/06/2026,Islamabad,,Printer Paper Box,Zenith Industries,3,4013.3,12039.9,8805.6
ORD-00360,2026-05-06,Rawalpindi,Office Supplies,Printer Paper Box,Royal Enterprises,5,3925.5,"19,627.50",15498.15
ORD-00110,2026-05-25,Lahore,Home Appliances,Electric Kettle,Crescent Ltd,4,8868.4,35473.6,"PKR 21,979.08"
ORD-00535,2026-05-11,Lahore, Furniture ,Office Chair,Pak Mart,2,38532.83,77065.66,53337.48
ORD-00190,2026-03-26,Karachi,Electronics,Laptop,Zenith Industries,2,180868.56,361737.12,294539.12
ORD-00467,2026-03-06,Faisalabad,Electronics,Monitor,Khyber Solutions,1,52912.46,52912.46,40039.15
ORD-00481,2026-03-07,Lahore,HOME APPLIANCES,Electric Kettle,Zenith Mart,6,8330.52,49983.12,34260.96
ORD-00433,2026-06-13,,Electronics,Laptop,Horizon Enterprises,6,199245.66,1195473.96,931470.84
ORD-00261,2026-04-14,Karachi,Home Appliances,Microwave Oven,Nexus Enterprises,1,40384.62,40384.62,30962.26
ORD-00386,2026-04-24,Faisalabad,Office Supplies,Printer Paper Box,Zenith Traders,4,4340.92,"17,363.68","PKR 11,932.80"
ORD-00593,2026-01-16,Lahore,Electronics,Smartphone,Pak Stores,4,102698.8,410795.2,308440.96
ORD-00384,2026-01-12,,Office Supplies,Desk Organizer,Pak Traders,3,3334.06,10002.18,5902.8
ORD-00181,2026-06-15,Rawalpindi,Office Supplies,Ink Cartridge,,6,9781.9,58691.4,43165.62
ORD-00302,2026-06-18,Karachi,electronics,Laptop,Delta Stores,3,190575.52,571726.56,455302.02
ORD-00198,04-09-2026,Lahore, Home Appliances ,Vacuum Cleaner,Zenith Traders,2,33687.28,67374.56,47419.36
ORD-00156,2026-06-26,Multan,Home Appliances,Microwave Oven,Jinnah Mart,3,41051.71,123155.13,88227.48
ORD-00335,2026-03-29,,Electronics,Keyboard,Vertex Traders,3,13259.28,39777.84,22478.82
ORD-00415,2026-03-18,Karachi,Clothing,Jacket,Crescent Industries,3,16612.29,49836.87,34010.97
ORD-00274,2026-06-26,Islamabad,Home Appliances,Electric Kettle,Crescent Ltd,3,8774.34,"26,323.02",16930.05
ORD-00025,2026-04-10,Lahore,Office Supplies,Notebook Pack,Alpha Co,4,1733.24,"6,932.96",4371.76
ORD-00161,2026-03-12,Karachi,Office Supplies,Ink Cartridge,Beta Co,2,9048.65,18097.3,"PKR 14,166.36"
ORD-00409,2026-05-29,Multan,Furniture,Study Desk,Khyber Solutions,5,45630.44,228152.2,178429.2
ORD-00278,2026-06-01,Karachi,Office Supplies,Notebook Pack,Indus Traders,6,1773.88,"10,643.28",6378.9
ORD-00293,2026-03-17,Multan,Home Appliances,Air Fryer,Metro Enterprises,5,29619.52,148097.6,109434.05
ORD-00158,2026-02-20,Lahore,Clothing,Formal Shirt,Zenith Mart,6,6074.8,36448.8,23101.56
ORD-00471,16/05/2026,Islamabad,ELECTRONICS,Laptop,Nexus Co,4,192120.29,768481.16,578660.68
ORD-00466,2026-01-06,Karachi,Furniture,Study Desk,Falcon Industries,1,46998.29,46998.29,34019.16
ORD-00508,2026-05-07, Karachi ,Clothing,Formal Shirt,Unity Mart,2,6156.59,12313.18,7440.04
ORD-00421,2026-03-30,Multan,Home Appliances,Microwave Oven,Unity Stores,5,38894.61,194473.05,145028.0
ORD-00524,2026-06-10,Islamabad,Electronics,Keyboard,Pak Enterprises,1,13406.77,13406.77,7426.47
ORD-00512,2026-06-27,Faisalabad,Furniture,Bookshelf,Sigma Stores,5,24140.32,120701.6,88524.4
ORD-00372,2026-02-13,Multan,Home Appliances,Microwave Oven,Horizon Stores,1,37114.93,37114.93,31272.47
ORD-00416,2026-03-10,Karachi,Furniture,Study Desk,Prime Co,4,50555.29,202221.16,137429.04
ORD-00587,2026-04-14,Karachi,Electronics,Wireless Earbuds,West Industries,3,15030.25,45090.75,26897.79
ORD-00248,06/06/2026,Islamabad,Home Appliances,Microwave Oven,Khyber Co,4,40505.83,162023.32,121257.32
ORD-00288,2026-03-24,Islamabad,Electronics,Laptop,Unity Enterprises,3,181630.04,544890.12,443388.48
ORD-00327,2026-01-12,Multan,Electronics,Wireless Earbuds,Zenith Industries,4,14100.36,56401.44,37356.96
ORD-00054,2026-06-05,Islamabad,Clothing,Jacket,Royal Co,4,18885.9,75543.6,44936.88
ORD-00316,2026-06-15,karachi,Electronics,Wireless Earbuds,Beta Mart,6,14682.79,88096.74,54779.16
ORD-00304,2026-01-28,Lahore,Electronics,Smartphone,Delta Mart,4,92798.83,371195.32,318732.24
ORD-00352,2026-06-05,Islamabad, Office Supplies ,Desk Organizer,Zenith Co,2,3391.85,6783.7,3733.58
ORD-00043,2026-03-28,Karachi,Furniture,Filing Cabinet,Sigma Traders,3,32768.64,98305.92,73231.44
ORD-00194,2026-04-03,Faisalabad,Electronics,Wireless Earbuds,Jinnah Industries,1,15015.63,15015.63,9019.24
ORD-00223,2026-03-06,Lahore,Electronics,Monitor,Metro Mart,2,52780.27,105560.54,78340.24
ORD-00378,2026-04-17,Lahore,Furniture,Study Desk,Nexus Ltd,3,51432.15,154296.45,"PKR 99,851.64"
ORD-00219,2026-02-25,Rawalpindi,Home Appliances,Vacuum Cleaner,Falcon Traders,6,34607.55,"207,645.30",144504.66
ORD-00321,2026-05-21,Karachi,Electronics,Smartphone,Alpha Co,6,97658.05,585948.3,462434.1
ORD-00381,2026-02-22,Lahore,office supplies,Desk Organizer,West Stores,2,3265.78,6531.56,3966.88
ORD-00102,2026-05-02,Faisalabad,ELECTRONICS,Monitor,Vertex Solutions,1,52746.61,52746.61,40824.37
ORD-00392,2026-02-22,Lahore,Office Supplies,Notebook Pack,Royal Industries,2,1811.0,3622.0,2183.78
ORD-00070,2026-06-28,Lahore,CLOTHING,Formal Shirt,Vertex Co,1,6294.53,6294.53,4030.64
ORD-00345,2026-06-11,FAISALABAD,Home Appliances,Vacuum Cleaner,Khyber Ltd,4,35074.63,140298.52,99967.76
ORD-00145,01/06/2026,rawalpindi,Home Appliances,Air Fryer,Sigma Industries,5,30559.28,,108535.3
ORD-00443,2026-02-23, Karachi ,Home Appliances,Air Fryer,Prime Ltd,4,29638.92,118555.68,85647.44
ORD-00557,2026-04-05,Lahore,Furniture,Study Desk,West Co,5,48851.55,244257.75,177174.65
ORD-00280,2026-05-23,lahore,Electronics,Wireless Earbuds,Horizon Industries,5,14588.9,"72,944.50",44838.95
ORD-00202,12/06/2026,Karachi,Electronics,Keyboard,Nexus Enterprises,4,11790.26,47161.04,30460.84
ORD-00569,2026-05-14,KARACHI,office supplies,Desk Organizer,Beta Ltd,4,3023.17,12092.68,"PKR 7,890.04"
ORD-00273,2026-05-27,Karachi,Clothing,Formal Shirt,Metro Co,1,6692.99,6692.99,3808.91
ORD-00295,2026-03-14,Lahore,Clothing,Trousers,Prime Mart,6,8718.0,52308.0,31339.08
ORD-00412,2026-06-27,Karachi,Furniture,Filing Cabinet,Crescent Solutions,3,32502.83,97508.49,67676.07
ORD-00567,2026-02-27,Rawalpindi,Electronics,Smartphone,Alpha Stores,3,98472.22,295416.66,229582.5
ORD-00165,2026-01-23,Lahore,furniture,Filing Cabinet,Nexus Traders,4,29782.41,119129.64,94317.56
ORD-00336,2026-06-08,Islamabad,HOME APPLIANCES,Vacuum Cleaner,Horizon Enterprises,3,31123.79,93371.37,70818.09
ORD-00340,2026-04-03,Faisalabad,Clothing,Jacket,Falcon Solutions,6,18241.79,"109,450.74","PKR 68,322.60"
ORD-00538,2026-05-01,Lahore,Furniture,Office Chair,Falcon Solutions,1,37446.34,37446.34,27304.89
ORD-00267,2026-03-02,Faisalabad,Furniture,Office Chair,Sigma Co,2,38734.6,77469.2,55737.3
ORD-00051,2026-03-12, Faisalabad ,Furniture,Study Desk,Beta Ltd,6,49244.35,295466.1,219892.98
ORD-00487,2026-03-04,Islamabad,Home Appliances,Electric Kettle,Pak Traders,1,8868.05,8868.05,5638.82
ORD-00500,2026-06-25,Karachi,Office Supplies,Notebook Pack,Delta Mart,4,1863.36,7453.44,"PKR 4,421.80"
ORD-00246,2026-04-24, Karachi ,Clothing,Trousers,Nexus Traders,1,7853.35,7853.35,4873.08
ORD-00427,2026-02-16,Islamabad,ELECTRONICS,Laptop,Horizon Solutions,2,183185.61,366371.22,289306.3
ORD-00523,15/04/2026,Rawalpindi,Electronics,Wireless Earbuds,Pak Industries,4,14336.25,57345.0,35791.04
ORD-00581,02-25-2026,Faisalabad,Home Appliances,Microwave Oven,Horizon Co,4,36418.73,145674.92,124410.4
ORD-00469,26/06/2026,KARACHI,Furniture,Bookshelf,Zenith Stores,2,24341.91,48683.82,33611.0
ORD-00408,2026-05-05,Faisalabad,Home Appliances,Air Fryer,Sigma Ltd,1,28847.46,28847.46,20658.56
ORD-00589,2026-06-17,Karachi,Home Appliances,Electric Kettle,Vertex Mart,3,8933.91,26801.73,17078.37
ORD-00123,2026-05-20,FAISALABAD,Electronics,Monitor,Indus Industries,5,50064.63,250323.15,193540.5
ORD-00073,28/04/2026,Karachi,Office Supplies,Printer Paper Box,Vertex Mart,3,4494.02,13482.06,9013.86
ORD-00188,2026-04-11,Karachi, Clothing ,Jacket,Nexus Traders,6,18603.32,111619.92,70327.26
ORD-00127,2026-03-29,,Clothing,Polo Shirt,Royal Mart,1,4553.45,4553.45,2900.14
ORD-00437,2026-03-05,Multan,Clothing,Formal Shirt,Crescent Stores,1,6573.81,6573.81,4024.12
ORD-00034,2026-01-19,Karachi,Home Appliances,Electric Kettle,Prime Stores,1,9172.25,9172.25,5482.52
ORD-00284,2026-06-01,Karachi,FURNITURE,Study Desk,West Solutions,2,46996.53,93993.06,70556.26
ORD-00343,2026-02-09,Karachi,Home Appliances,Vacuum Cleaner,Sigma Ltd,4,34497.64,137990.56,93164.56
ORD-00060,2026-01-11,Karachi,Furniture,Filing Cabinet,Khyber Enterprises,5,31701.23,158506.15,119146.65
ORD-00545,18/03/2026,Multan,Electronics,Keyboard,West Co,1,12414.35,12414.35,8013.78
ORD-00200,2026-01-02,Karachi,Office Supplies,Ink Cartridge,West Industries,4,9351.23,37404.92,26647.2
ORD-00594,2026-02-06,Karachi,Electronics,Wireless Earbuds,Sigma Stores,5,13708.18,68540.9,45578.45
ORD-00338,2026-04-17,islamabad,Clothing,Jacket,West Mart,1,17554.68,17554.68,11184.43
ORD-00233,2026-05-28,Lahore,Furniture,Bookshelf,Khyber Solutions,3,24457.96,73373.88,48573.45
ORD-00173,2026-06-08,,Furniture,Filing Cabinet,Zenith Traders,2,33787.36,67574.72,47274.22
ORD-00314,2026-05-12,Karachi,Electronics,Keyboard,Royal Industries,2,12706.58,25413.16,15152.2
ORD-00398,2026-04-17,Karachi,Furniture,Study Desk,Delta Mart,2,48142.59,96285.18,70018.3
ORD-00309,04-24-2026, Lahore ,Home Appliances,Electric Kettle,Khyber Co,6,8114.28,48685.68,33962.94
ORD-00553,2026-06-08,Faisalabad,Office Supplies,Desk Organizer,Falcon Enterprises,1,3012.74,3012.74,1875.83
ORD-00255,2026-03-11,Karachi,Electronics,Laptop,Royal Traders,3,189068.05,567204.15,436840.02
ORD-00052,02/06/2026,,Electronics,Smartphone,Alpha Solutions,5,94824.62,474123.1,367630.9
ORD-00086,2026-06-07,KARACHI,Home Appliances,Vacuum Cleaner,Alpha Ltd,6,33476.48,200858.88,146630.94
ORD-00266,2026-03-16,Karachi,Electronics,Keyboard,Falcon Industries,1,13221.46,13221.46,7626.72
ORD-00303,2026-06-06,Karachi,clothing,Formal Shirt,Khyber Solutions,5,6256.57,31282.85,18898.5
ORD-00479,2026-05-09,Rawalpindi,,Air Fryer,Green Ltd,2,27852.11,55704.22,40191.7
ORD-00399,2026-01-28,karachi,Furniture,Bookshelf,Sigma Mart,1,23551.75,23551.75,17145.6
ORD-00179,2026-02-25,Karachi,Furniture,Study Desk,Unity Ltd,6,49320.62,295923.72,219624.84
ORD-00056,2026-04-01,Lahore,Home Appliances,Microwave Oven,West Stores,3,39782.4,119347.2,88664.82
ORD-00270,01-03-2026,,Electronics,Monitor,Horizon Traders,3,50071.45,150214.35,114464.58
ORD-00599,2026-03-05,Karachi,Office Supplies,Ink Cartridge,Vertex Ltd,2,9133.37,18266.74,14173.72
ORD-00473,2026-03-19,Islamabad,Home Appliances,Electric Kettle,Royal Enterprises,6,8122.18,48733.08,32961.18
ORD-00543,2026-05-09,Karachi,Clothing,Trousers,Delta Solutions,3,7894.45,23683.35,14934.09
ORD-00020,2026-06-28,Lahore,Home Appliances,Air Fryer,Alpha Industries,5,28937.92,144689.6,104013.8
ORD-00319,2026-06-19,Multan,OFFICE SUPPLIES,Ink Cartridge,Nexus Enterprises,5,9383.18,46915.9,34979.35
ORD-00478,2026-05-28,Karachi,Electronics,Keyboard,Delta Stores,6,12967.17,77803.02,46294.14
ORD-00228,2026-03-24,Karachi,Office Supplies,Ink Cartridge,Pak Traders,3,10205.35,30616.05,20591.31
ORD-00077,2026-03-09,Karachi,Clothing,Polo Shirt,Royal Solutions,2,4552.3,9104.6,5797.58
ORD-00260,2026-01-01,Lahore,Electronics,Keyboard,Metro Industries,5,12463.42,62317.1,"PKR 37,852.10"
ORD-00394,2026-01-19,Karachi,Home Appliances,Microwave Oven,Nexus Mart,1,41310.68,41310.68,30691.11
ORD-00362,2026-03-13,Lahore,Office Supplies,Notebook Pack,Falcon Industries,1,1832.8,1832.8,1127.06
ORD-00226,2026-04-17,Karachi,Clothing,Formal Shirt,Horizon Enterprises,6,6113.63,36681.78,22941.12
ORD-00452,14/06/2026,Rawalpindi,Office Supplies,Printer Paper Box,Green Co,2,4443.43,8886.86,5874.4
ORD-00468,2026-05-26,FAISALABAD,Furniture,Office Chair,Zenith Ltd,5,36782.46,183912.3,133782.4
ORD-00411,2026-04-07,,Electronics,Monitor,Royal Ltd,6,51340.39,308042.34,237096.6
ORD-00484,2026-06-01,Karachi,Furniture,Office Chair,Khyber Solutions,1,36773.17,"36,773.17",26595.59
ORD-00080,2026-03-19,Rawalpindi,Furniture,Bookshelf,Vertex Industries,1,23222.18,23222.18,17229.6
ORD-00426,2026-06-02,KARACHI,Furniture,Filing Cabinet,Green Stores,2,32724.54,65449.08,48077.46
ORD-00455,2026-02-17,Multan,Furniture,Bookshelf,Sigma Mart,2,23034.98,46069.96,35502.6
ORD-00177,2026-06-12,Rawalpindi,Furniture,Study Desk,Vertex Co,4,44671.23,178684.92,143307.0
ORD-00112,2026-03-11,LAHORE, Clothing ,Polo Shirt,Crescent Ltd,1,4482.91,4482.91,2759.1
ORD-00275,2026-06-28, Islamabad ,Furniture,Filing Cabinet,Alpha Stores,6,30669.43,"184,016.58",134453.34
ORD-00456,2026-06-20, Islamabad ,Home Appliances,Electric Kettle,,1,8096.9,8096.9,5676.44
ORD-00448,2026-06-22,Rawalpindi,Electronics,Smartphone,West Traders,1,99771.48,99771.48,75104.05
ORD-00517,2026-03-15,Faisalabad,Electronics,Wireless Earbuds,Jinnah Solutions,5,15123.79,75618.95,46910.3
ORD-00326,12/01/2026,Lahore,Furniture,Filing Cabinet,Vertex Traders,6,31540.33,189241.98,147599.64
ORD-00097,25/05/2026,Lahore,Home Appliances,Microwave Oven,Horizon Enterprises,4,37758.57,"151,034.28",114036.2
ORD-00089,2026-03-18,Islamabad,Furniture,Filing Cabinet,Jinnah Industries,3,32450.34,97351.02,73563.12
ORD-00036,2026-02-20,Islamabad,Home Appliances,Air Fryer,Zenith Industries,1,26759.95,26759.95,21614.52
ORD-00578,2026-05-28,Karachi,Electronics,Keyboard,Crescent Mart,1,12622.05,12622.05,8032.9
ORD-00289,2026-02-18,Karachi,HOME APPLIANCES,Electric Kettle,Falcon Mart,1,8044.44,8044.44,5572.29
ORD-00291,2026-03-15,Lahore,Furniture,Study Desk,Khyber Solutions,5,51293.75,256468.75,178706.7
ORD-00571,2026-06-10,MULTAN,Furniture,Bookshelf,Crescent Co,5,24013.82,120069.1,82136.6
ORD-00015,2026-02-23,ISLAMABAD,Electronics,Monitor,Crescent Co,3,55421.62,166264.86,"PKR 121,049.40"
ORD-00157,2026-01-23,Faisalabad,office supplies,Ink Cartridge,Khyber Co,1,9569.26,"9,569.26",6664.69
ORD-00575,2026-06-30,islamabad, Furniture ,Office Chair,Nexus Mart,1,38985.88,38985.88,26395.32
ORD-00168,2026-06-25,Islamabad,Office Supplies,Ink Cartridge,Delta Enterprises,5,9698.03,48490.15,33248.2
ORD-00003,30/06/2026,Islamabad,Office Supplies,Printer Paper Box,Royal Ltd,2,4451.88,8903.76,5928.08
ORD-00007,2026-05-10,Rawalpindi, Clothing ,Formal Shirt,Nexus Industries,5,6361.05,31805.25,18563.0
ORD-00271,2026-06-04,Faisalabad,Clothing,Trousers,Royal Enterprises,1,8481.65,8481.65,4974.2
ORD-00001,2026-06-13,karachi,electronics,Laptop,West Co,6,192603.53,1155621.18,892028.52
ORD-00087,2026-05-29,Islamabad,Electronics,Keyboard,Beta Enterprises,4,11902.08,47608.32,31763.88
ORD-00458,2026-06-16,Lahore,Home Appliances,Vacuum Cleaner,Green Mart,5,35511.65,177558.25,120488.9
ORD-00192,2026-01-05,Faisalabad,Clothing,Trousers,Vertex Mart,1,8304.46,8304.46,5122.17
ORD-00350,2026-05-05,RAWALPINDI,Home Appliances,Microwave Oven,Green Ltd,6,37513.96,225083.76,179520.42
ORD-00031,2026-01-22,Lahore,Electronics,Monitor,Alpha Enterprises,6,53912.37,323474.22,232787.28
ORD-00286,2026-04-05,Karachi,Clothing,Polo Shirt,Prime Industries,6,4703.69,28222.14,16014.96
ORD-00032,2026-04-27,Karachi,Electronics,Laptop,Green Stores,6,186920.23,1121521.38,911282.46
ORD-00311,2026-03-02,Multan,Electronics,Wireless Earbuds,Metro Traders,1,14219.27,14219.27,8567.74
ORD-00011,2026-03-02,Karachi,Furniture,Office Chair,Jinnah Mart,2,37500.15,75000.3,56620.66
ORD-00561,2026-02-19,Lahore,Home Appliances,Air Fryer,Metro Solutions,4,30511.28,122045.12,87539.64
ORD-00269,2026-04-01,Multan,Home Appliances,Electric Kettle,West Co,3,8245.54,24736.62,16413.06
ORD-00470,2026-03-23,Lahore, Electronics ,Wireless Earbuds,Zenith Ltd,4,13744.39,54977.56,35830.04
ORD-00385,2026-04-23,Faisalabad,,Laptop,Vertex Co,5,174839.29,874196.45,724766.7
ORD-00588,02-20-2026,Islamabad,Home Appliances,Air Fryer,Sigma Mart,2,28201.16,56402.32,39949.2
ORD-00174,13/03/2026,Karachi,Office Supplies,Desk Organizer,West Mart,2,3013.84,"6,027.68",3778.8
ORD-00598,2026-04-28,Multan,Home Appliances,Vacuum Cleaner,,6,35185.0,211110.0,142825.8
ORD-00325,2026-04-05,Karachi,FURNITURE,Bookshelf,Pak Co,6,23751.2,142507.2,99064.62
ORD-00519,2026-01-20,Karachi,Clothing,Formal Shirt,Beta Co,6,6715.74,40294.44,24317.94
ORD-00180,2026-04-19,KARACHI,Electronics,Laptop,Khyber Industries,2,179458.65,358917.3,304451.76
ORD-00117,2026-04-21,karachi,Office Supplies,Notebook Pack,West Solutions,4,1775.01,7100.04,4383.76
ORD-00103,04/06/2026,Karachi,Home Appliances,Air Fryer,Khyber Traders,4,27398.0,109592.0,87419.08
ORD-00206,2026-02-26,Karachi,Home Appliances,Microwave Oven,Crescent Co,6,41138.24,246829.44,175468.62
ORD-00134,2026-01-03,LAHORE, Office Supplies ,Ink Cartridge,Jinnah Enterprises,2,9364.91,18729.82,14144.7
ORD-00095,2026-06-26,Karachi,Clothing,Trousers,Zenith Ltd,2,8214.16,16428.32,10154.08
ORD-00047,2026-06-24,Multan,Office Supplies,Ink Cartridge,Falcon Enterprises,4,8882.54,35530.16,27227.0
ORD-00256,2026-06-29,Karachi,ELECTRONICS,Keyboard,Royal Solutions,1,13450.65,13450.65,7999.48
ORD-00130,2026-04-23,Rawalpindi,Home Appliances,Vacuum Cleaner,Delta Co,2,31119.11,62238.22,47042.28
ORD-00519,2026-01-20,Karachi,Clothing,Formal Shirt,Beta Co,6,6715.74,40294.44,24317.94
ORD-00528,2026-04-11,Rawalpindi,Furniture,Office Chair,Sigma Enterprises,4,39735.87,158943.48,107428.52
ORD-00091,05/02/2026,Lahore,home appliances,Vacuum Cleaner,Sigma Stores,6,35318.41,211910.46,"PKR 152,562.48"
ORD-00182,2026-06-12,Rawalpindi,Clothing,Trousers,Green Enterprises,6,8812.08,52872.48,29970.18
ORD-00160,2026-06-14, Faisalabad ,Furniture,Study Desk,Zenith Co,4,46815.44,187261.76,140288.92
ORD-00050,2026-05-19,Karachi,Furniture,Office Chair,Jinnah Traders,4,38849.22,155396.88,112741.76
ORD-00094,2026-02-05,Karachi,Furniture,Filing Cabinet,West Traders,3,34339.37,103018.11,69103.71
ORD-00536,2026-05-24,Karachi,Electronics,Monitor,Nexus Mart,6,51075.81,306454.86,222891.9
ORD-00434,2026-06-06,Islamabad,Electronics,Wireless Earbuds,Jinnah Traders,2,15073.79,30147.58,17603.44
ORD-00071,2026-06-11,Karachi,Furniture,Bookshelf,Crescent Ltd,2,24374.39,48748.78,32936.86
ORD-00243,2026-01-14,Lahore,Office Supplies,Printer Paper Box,West Solutions,6,4221.41,25328.46,17423.58
ORD-00093,2026-05-10,Karachi,Electronics,Monitor,Metro Industries,6,50366.67,302200.02,226657.08
ORD-00196,2026-06-22, Karachi ,Home Appliances,Microwave Oven,Green Solutions,2,36522.39,73044.78,60440.92
ORD-00209,04-28-2026,Islamabad,Furniture,Office Chair,Green Industries,3,37401.13,112203.39,83930.91
ORD-00413,2026-06-16,multan,HOME APPLIANCES,Air Fryer,Royal Ltd,5,29477.05,147385.25,99805.9
ORD-00199,2026-05-14,Islamabad,Furniture,Filing Cabinet,West Enterprises,4,31442.49,125769.96,"PKR 96,863.44"
ORD-00351,2026-01-08,Islamabad,Electronics,Wireless Earbuds,Sigma Traders,3,13953.89,41861.67,27861.63
ORD-00359,2026-03-29,Rawalpindi,Electronics,Wireless Earbuds,,3,13943.11,,28239.27
ORD-00294,2026-06-14,Rawalpindi,Office Supplies,Notebook Pack,Crescent Co,1,1696.57,1696.57,1138.44
ORD-00207,2026-02-18,rawalpindi,Home Appliances,Air Fryer,Zenith Ltd,2,27371.83,"54,743.66",40948.72
ORD-00049,06-22-2026,faisalabad,Clothing,Trousers,Khyber Co,6,7703.76,46222.56,31591.02
ORD-00046,2026-06-29,Islamabad,Electronics,Keyboard,Zenith Mart,6,13084.33,78505.98,49016.46
ORD-00170,2026-02-14,Lahore,Office Supplies,Desk Organizer,Beta Traders,6,3031.63,18189.78,11800.44
ORD-00496,2026-06-14,Karachi,Home Appliances,Electric Kettle,Falcon Enterprises,3,8693.56,26080.68,17200.38
ORD-00531,05-21-2026,Karachi,Home Appliances,Electric Kettle,West Solutions,5,8316.04,41580.2,29610.2
ORD-00254,06-18-2026,Rawalpindi,Clothing,Trousers,Vertex Ltd,3,7872.68,23618.04,14973.45
ORD-00476,2026-03-20,Karachi,Furniture,Office Chair,Royal Solutions,6,35968.14,215808.84,154168.74
ORD-00333,2026-06-23,KARACHI,Clothing,Formal Shirt,Sigma Industries,3,6501.51,"19,504.53",11207.64
ORD-00016,2026-06-26,Faisalabad,Clothing,Trousers,Beta Ltd,4,7782.76,31131.04,20008.84
ORD-00093,2026-05-10,Karachi,Electronics,Monitor,Metro Industries,6,50366.67,302200.02,226657.08
ORD-00428,2026-04-20, Karachi ,Electronics,Wireless Earbuds,Beta Solutions,6,14394.31,86365.86,53027.16
ORD-00092,2026-04-17,,Home Appliances,Vacuum Cleaner,Khyber Traders,4,31612.24,126448.96,100440.24
ORD-00389,2026-06-11, Multan ,Office Supplies,Ink Cartridge,Metro Mart,2,9740.38,"19,480.76","PKR 14,329.88"
ORD-00580,2026-05-28,Rawalpindi,Clothing,Trousers,Alpha Traders,2,7879.56,15759.12,9875.22
