order_id,order_date,region,category,product,customer,quantity,unit_price,sales,cost,profit,profit_margin
ORD-00126,2026-04-05,Islamabad,Home Appliances,Microwave Oven,Nexus Enterprises,6,41957.08,251742.48,182427.12,69315.36000000002,27.534232601506115
ORD-00041,2026-03-14,Islamabad,Office Supplies,Notebook Pack,Vertex Co,4,1819.42,7277.68,4331.84,2945.84,40.4777346626947
ORD-00218,2026-04-16,Karachi,Electronics,Monitor,Sigma Stores,5,51891.58,259457.9,198909.2,60548.69999999998,23.336618387800094
ORD-00030,2026-03-04,Faisalabad,Electronics,Monitor,Alpha Mart,5,53120.59,265602.95,192640.3,72962.65000000002,27.470572145377158
ORD-00334,2026-01-25,Faisalabad,Furniture,Office Chair,Royal Solutions,5,35432.73,177163.65,138246.95,38916.69999999998,21.96652642909535
ORD-00019,2026-05-11,Karachi,Electronics,Monitor,Horizon Ltd,1,52415.38,52415.38,40195.39,12219.989999999998,23.31374875084374
ORD-00058,2026-04-27,Rawalpindi,Office Supplies,Printer Paper Box,Beta Enterprises,1,4004.02,4004.02,3076.33,927.69,23.168965189984068
ORD-00388,2026-06-17,Lahore,Electronics,Wireless Earbuds,Horizon Co,6,14842.0,89052.0,51537.3,37514.7,42.12673494138256
ORD-00390,2026-02-01,Rawalpindi,Clothing,Formal Shirt,Falcon Co,2,6410.16,12820.32,7641.36,5178.96,40.39649556329327
ORD-00492,2026-03-31,Lahore,Electronics,Smartphone,Royal Solutions,3,100782.22,302346.66,229439.76,72906.89999999997,24.11367798804193
ORD-00115,2026-05-20,Karachi,Office Supplies,Notebook Pack,Crescent Co,4,1889.38,7557.52,4545.76,3011.76,39.85116810805661
ORD-00513,2026-03-08,Karachi,Furniture,Study Desk,Horizon Solutions,5,48198.24,240991.2,181675.2,59316.0,24.613346877396353
ORD-00379,2026-03-26,Multan,Clothing,Polo Shirt,Vertex Co,4,4611.03,18444.12,11077.52,7366.5999999999985,39.94010015115928
ORD-00431,2026-01-31,Lahore,Home Appliances,Microwave Oven,Falcon Industries,2,39775.05,79550.1,61180.24,18369.860000000008,23.092189701835707
ORD-00324,2026-02-22,Rawalpindi,Electronics,Monitor,Zenith Stores,4,49375.55,197502.2,161558.88,35943.32000000001,18.198946644644973
ORD-00178,2026-03-24,Multan,Home Appliances,Air Fryer,Khyber Mart,3,28205.89,84617.67,62010.0,22607.67,26.717433840945986
ORD-00236,2026-06-16,Lahore,Office Supplies,Ink Cartridge,Green Stores,4,10070.15,40280.6,27687.12,12593.48,31.264380371692575
ORD-00227,2026-06-13,Rawalpindi,Furniture,Office Chair,Unity Ltd,2,39857.03,79714.06,54269.82,25444.239999999998,31.919387872101858
ORD-00249,2026-02-16,Karachi,Electronics,Laptop,Unknown,1,184950.58,184950.58,152391.64,32558.939999999973,17.604129708595657
ORD-00065,2026-06-18,Karachi,Electronics,Smartphone,Pak Solutions,3,95700.41,287101.23,231558.06,55543.169999999984,19.346197158402976
ORD-00125,2026-04-16,Faisalabad,Electronics,Smartphone,Indus Co,2,93289.78,186579.56,149295.88,37283.67999999999,19.982724795792205
ORD-00258,2026-06-16,Lahore,Clothing,Trousers,Sigma Co,5,7925.74,39628.7,24630.5,14998.199999999997,37.84681304206294
ORD-00210,2026-02-16,Islamabad,Home Appliances,Electric Kettle,Horizon Solutions,2,8613.06,17226.12,11806.2,5419.919999999998,31.46338235191673
ORD-00424,2026-04-20,Karachi,Home Appliances,Vacuum Cleaner,Alpha Ltd,2,31382.38,62764.76,50210.74,12554.020000000004,20.00170159178495
ORD-00216,2026-03-30,Karachi,Unknown,Filing Cabinet,Unity Solutions,3,30507.44,91522.32,67049.43,24472.890000000014,26.73980510983552
ORD-00072,2026-01-05,Karachi,Office Supplies,Printer Paper Box,Beta Ltd,5,4369.17,21845.85,14748.8,7097.049999999999,32.4869483219925
ORD-00515,2026-04-15,Lahore,Office Supplies,Notebook Pack,Unity Enterprises,6,1723.53,10341.18,6775.56,3565.62,34.47981758368
ORD-00265,2026-01-14,Karachi,Furniture,Filing Cabinet,Khyber Industries,5,33282.31,166411.55,116571.95,49839.59999999999,29.949603858626396
ORD-00211,2026-03-18,Karachi,Electronics,Smartphone,Delta Mart,1,94307.37,94307.37,74132.6,20174.76999999999,21.392569848994825
ORD-00262,2026-05-02,Unknown,Furniture,Filing Cabinet,Falcon Solutions,2,31144.66,62289.32,48751.86,13537.46,21.733195995718045
ORD-00401,2026-05-02,Karachi,Clothing,Trousers,Unknown,3,8181.86,24545.58,15584.85,8960.730000000001,36.506491189045036
ORD-00583,2026-04-22,Karachi,Office Supplies,Desk Organizer,Metro Traders,4,2983.61,11934.44,7952.8,3981.6400000000003,33.36260436183014
ORD-00189,2026-02-24,Lahore,Electronics,Smartphone,Green Traders,5,103410.8,517054.0,368384.4,148669.59999999998,28.753205661304232
ORD-00418,2026-01-13,Lahore,Furniture,Filing Cabinet,Unity Solutions,4,32603.09,130412.36,91735.16,38677.2,29.6576183423105
ORD-00590,2026-04-28,Rawalpindi,Electronics,Wireless Earbuds,Crescent Solutions,3,14469.33,43407.99,27143.91,16264.079999999998,37.4679408099753
ORD-00053,2026-05-02,Islamabad,Furniture,Study Desk,Unity Industries,5,44952.23,224761.15,179956.45,44804.69999999998,19.934361432124717
ORD-00369,2026-02-21,Islamabad,Office Supplies,Desk Organizer,West Ltd,5,3308.36,16541.8,9834.4,6707.4,40.548187017132356
ORD-00296,2026-05-15,Multan,Office Supplies,Printer Paper Box,Prime Solutions,1,4163.96,4163.96,3124.32,1039.6399999999999,24.967578939278955
ORD-00600,2026-03-23,Rawalpindi,Clothing,Jacket,Pak Stores,5,17580.13,87900.65,54242.7,33657.95,38.29090001040948
ORD-00586,2026-06-04,Lahore,Home Appliances,Electric Kettle,Zenith Enterprises,2,8316.67,16633.34,11445.58,5187.76,31.18892537518021
ORD-00453,2026-01-28,Rawalpindi,Electronics,Wireless Earbuds,Sigma Stores,1,14175.09,14175.09,9446.79,4728.299999999999,33.35640196993458
ORD-00147,2026-05-05,Multan,Office Supplies,Ink Cartridge,Pak Industries,2,9783.38,19566.76,14233.94,5332.819999999998,27.254486690693803
ORD-00175,2026-06-04,Faisalabad,Clothing,Polo Shirt,Indus Mart,3,4725.61,14176.83,8025.6,6151.23,43.38931905087385
ORD-00109,2026-02-28,Faisalabad,Unknown,Office Chair,Vertex Traders,1,39241.24,39241.24,26407.01,12834.23,32.70597463280977
ORD-00237,2026-04-01,Multan,Clothing,Formal Shirt,Alpha Industries,6,6296.24,37777.44,23136.0,14641.440000000002,38.75709947524237
ORD-00511,2026-05-25,Lahore,Furniture,Office Chair,Unity Mart,5,39889.77,199448.85,136445.9,63002.95000000001,31.588525077983657
ORD-00527,2026-06-05,Lahore,Office Supplies,Ink Cartridge,West Mart,3,9488.94,28466.82,19871.34,8595.48,30.194731972169702
ORD-00172,2026-06-25,Faisalabad,Furniture,Filing Cabinet,Crescent Industries,1,34020.45,34020.45,23360.62,10659.829999999998,31.33359494069008
ORD-00382,2026-05-06,Rawalpindi,Electronics,Monitor,Khyber Co,3,53822.47,161467.41,119476.29,41991.12000000001,26.0059413847042
ORD-00064,2026-01-22,Karachi,Furniture,Filing Cabinet,Nexus Industries,5,32269.19,161345.95,113490.25,47855.70000000001,29.660304457595625
ORD-00154,2026-06-10,Karachi,Unknown,Printer Paper Box,Metro Industries,1,4150.5,4150.5,2969.21,1181.29,28.461390193952536
ORD-00494,2026-03-02,Rawalpindi,Furniture,Filing Cabinet,Beta Enterprises,1,30057.25,30057.25,22913.64,7143.610000000001,23.76667858836055
ORD-00040,2026-02-09,Lahore,Electronics,Monitor,Pak Stores,4,50261.1,201044.4,156799.72,44244.67999999999,22.00741726703156
ORD-00012,2026-01-16,Islamabad,Clothing,Trousers,Green Enterprises,1,8807.76,8807.76,4885.86,3921.9000000000005,44.52778004850269
ORD-00329,2026-02-13,Islamabad,Office Supplies,Notebook Pack,Unknown,5,1943.46,9717.3,5227.25,4490.049999999999,46.206765253722736
ORD-00215,2026-08-01,Lahore,Home Appliances,Vacuum Cleaner,Jinnah Mart,4,35516.16,142064.64,98397.72,43666.92000000001,30.73736012001298
ORD-00287,2026-04-04,Lahore,Clothing,Jacket,Crescent Stores,3,16735.08,50205.24,33797.55,16407.689999999995,32.681230086739944
ORD-00573,2026-03-19,Rawalpindi,Home Appliances,Electric Kettle,Prime Traders,4,8297.72,33190.88,22944.28,10246.599999999999,30.87173344002931
ORD-00505,2026-03-09,Rawalpindi,Furniture,Filing Cabinet,Beta Enterprises,4,33516.54,134066.16,98028.52,36037.64,26.88048945386367
ORD-00370,2026-06-09,Unknown,Home Appliances,Vacuum Cleaner,Alpha Ltd,2,32671.55,65343.1,50597.82,14745.279999999999,22.565932745768105
ORD-00391,2026-04-17,Karachi,Home Appliances,Electric Kettle,Unknown,3,8213.87,24641.61,17167.23,7474.380000000001,30.33235247209903
ORD-00541,2026-02-13,Lahore,Electronics,Smartphone,Horizon Solutions,3,103448.43,310345.29,231244.83,79100.45999999999,25.487888023046846
ORD-00124,2026-03-31,Lahore,Clothing,Trousers,Vertex Industries,2,8616.69,17233.38,10271.48,6961.9000000000015,40.39776294609648
ORD-00419,2026-04-28,Rawalpindi,Clothing,Jacket,Indus Industries,4,17641.56,70566.24,45778.72,24787.520000000004,35.12659878151366
ORD-00585,2026-01-08,Faisalabad,Home Appliances,Microwave Oven,Unity Solutions,5,38475.67,192378.35,151477.6,40900.75,21.260578438270212
ORD-00361,2026-04-24,Rawalpindi,Office Supplies,Ink Cartridge,Khyber Stores,2,8963.2,17926.4,13956.56,3969.840000000002,22.145215994287764
ORD-00526,2026-01-09,Rawalpindi,Office Supplies,Notebook Pack,Crescent Enterprises,6,1910.69,11464.14,6838.92,4625.219999999999,40.34511092851273
ORD-00462,2026-04-14,Lahore,Electronics,Smartphone,Pak Industries,5,92880.08,464400.4,382923.5,81476.90000000002,17.544536998676147
ORD-00024,2026-01-21,Islamabad,Office Supplies,Printer Paper Box,Prime Traders,4,4162.79,16651.16,12051.12,4600.039999999999,27.62594317753237
ORD-00008,2026-05-21,Islamabad,Home Appliances,Air Fryer,Nexus Mart,6,27837.59,167025.54,132238.86,34786.68000000002,20.827162121433656
ORD-00106,2026-05-19,Lahore,Home Appliances,Microwave Oven,Falcon Stores,6,36553.81,219322.86,171114.9,48207.95999999999,21.980362648927702
ORD-00475,2026-02-23,Lahore,Furniture,Bookshelf,Unity Enterprises,6,23954.48,143726.88,98470.8,45256.08,31.487554728802298
ORD-00105,2026-04-17,Karachi,Clothing,Trousers,Metro Industries,4,8303.29,33213.16,21304.68,11908.480000000003,35.85470337661337
ORD-00038,2026-01-27,Islamabad,Electronics,Monitor,Unknown,5,48646.24,243231.2,186967.15,56264.05000000002,23.13192139824168
ORD-00164,2026-02-05,Multan,Home Appliances,Vacuum Cleaner,Crescent Mart,2,32256.1,64512.2,50056.78,14455.419999999998,22.407265602475192
ORD-00114,2026-06-16,Karachi,Home Appliances,Air Fryer,Metro Industries,4,27848.13,111392.52,87902.44,23490.08,21.087663695910642
ORD-00096,2026-04-25,Multan,Electronics,Keyboard,Green Ltd,5,12004.04,60020.2,39142.95,20877.25,34.78370615226207
ORD-00235,2026-06-21,Islamabad,Unknown,Printer Paper Box,Zenith Industries,3,4013.3,12039.9,8805.6,3234.2999999999993,26.863179926743573
ORD-00360,2026-05-06,Rawalpindi,Office Supplies,Printer Paper Box,Royal Enterprises,5,3925.5,19627.5,15498.15,4129.35,21.038593809705773
ORD-00110,2026-05-25,Lahore,Home Appliances,Electric Kettle,Crescent Ltd,4,8868.4,35473.6,21979.08,13494.519999999997,38.0410220558387
ORD-00535,2026-05-11,Lahore,Furniture,Office Chair,Pak Mart,2,38532.83,77065.66,53337.48,23728.18,30.78956308166309
ORD-00190,2026-03-26,Karachi,Electronics,Laptop,Zenith Industries,2,180868.56,361737.12,294539.12,67198.0,18.576473434631204
ORD-00467,2026-03-06,Faisalabad,Electronics,Monitor,Khyber Solutions,1,52912.46,52912.46,40039.15,12873.309999999998,24.32944905604464
ORD-00481,2026-03-07,Lahore,Home Appliances,Electric Kettle,Zenith Mart,6,8330.52,49983.12,34260.96,15722.160000000003,31.454939187469694
ORD-00433,2026-06-13,Unknown,Electronics,Laptop,Horizon Enterprises,6,199245.66,1195473.96,931470.84,264003.12,22.083552535096622
ORD-00261,2026-04-14,Karachi,Home Appliances,Microwave Oven,Nexus Enterprises,1,40384.62,40384.62,30962.26,9422.360000000004,23.331555428774628
ORD-00386,2026-04-24,Faisalabad,Office Supplies,Printer Paper Box,Zenith Traders,4,4340.92,17363.68,11932.8,5430.880000000001,31.277240769237864
ORD-00593,2026-01-16,Lahore,Electronics,Smartphone,Pak Stores,4,102698.8,410795.2,308440.96,102354.23999999999,24.916123654804142
ORD-00384,2026-01-12,Unknown,Office Supplies,Desk Organizer,Pak Traders,3,3334.06,10002.18,5902.8,4099.38,40.984865299364735
ORD-00181,2026-06-15,Rawalpindi,Office Supplies,Ink Cartridge,Unknown,6,9781.9,58691.4,43165.62,15525.779999999999,26.453245279546916
ORD-00302,2026-06-18,Karachi,Electronics,Laptop,Delta Stores,3,190575.52,571726.56,455302.02,116424.54000000004,20.363675250630305
ORD-00198,2026-04-09,Lahore,Home Appliances,Vacuum Cleaner,Zenith Traders,2,33687.28,67374.56,47419.36,19955.199999999997,29.618301032318428
ORD-00156,2026-06-26,Multan,Home Appliances,Microwave Oven,Jinnah Mart,3,41051.71,123155.13,88227.48,34927.65000000001,28.36069435353607
ORD-00335,2026-03-29,Unknown,Electronics,Keyboard,Vertex Traders,3,13259.28,39777.84,22478.82,17299.019999999997,43.489088396956696
ORD-00415,2026-03-18,Karachi,Clothing,Jacket,Crescent Industries,3,16612.29,49836.87,34010.97,15825.900000000001,31.75540518495644
ORD-00274,2026-06-26,Islamabad,Home Appliances,Electric Kettle,Crescent Ltd,3,8774.34,26323.02,16930.05,9392.970000000001,35.68348160659377
ORD-00025,2026-04-10,Lahore,Office Supplies,Notebook Pack,Alpha Co,4,1733.24,6932.96,4371.76,2561.2,36.94237382012877
ORD-00161,2026-03-12,Karachi,Office Supplies,Ink Cartridge,Beta Co,2,9048.65,18097.3,14166.36,3930.9399999999987,21.721140722649228
ORD-00409,2026-05-29,Multan,Furniture,Study Desk,Khyber Solutions,5,45630.44,228152.2,178429.2,49723.0,21.793785025960737
ORD-00278,2026-06-01,Karachi,Office Supplies,Notebook Pack,Indus Traders,6,1773.88,10643.28,6378.9,4264.380000000001,40.066408099758725
ORD-00293,2026-03-17,Multan,Home Appliances,Air Fryer,Metro Enterprises,5,29619.52,148097.6,109434.05,38663.55,26.10680389148778
ORD-00158,2026-02-20,Lahore,Clothing,Formal Shirt,Zenith Mart,6,6074.8,36448.8,23101.56,13347.240000000002,36.619147955488245
ORD-00471,2026-05-16,Islamabad,Electronics,Laptop,Nexus Co,4,192120.29,768481.16,578660.68,189820.47999999998,24.700733066767697
ORD-00466,2026-01-06,Karachi,Furniture,Study Desk,Falcon Industries,1,46998.29,46998.29,34019.16,12979.129999999997,27.61617497147236
ORD-00508,2026-05-07,Karachi,Clothing,Formal Shirt,Unity Mart,2,6156.59,12313.18,7440.04,4873.14,39.57661627621784
ORD-00421,2026-03-30,Multan,Home Appliances,Microwave Oven,Unity Stores,5,38894.61,194473.05,145028.0,49445.04999999999,25.425142455471335
ORD-00524,2026-06-10,Islamabad,Electronics,Keyboard,Pak Enterprises,1,13406.77,13406.77,7426.47,5980.3,44.606568174138886
ORD-00512,2026-06-27,Faisalabad,Furniture,Bookshelf,Sigma Stores,5,24140.32,120701.6,88524.4,32177.20000000001,26.658470144554848
ORD-00372,2026-02-13,Multan,Home Appliances,Microwave Oven,Horizon Stores,1,37114.93,37114.93,31272.47,5842.459999999999,15.741535818604532
ORD-00416,2026-03-10,Karachi,Furniture,Study Desk,Prime Co,4,50555.29,202221.16,137429.04,64792.119999999995,32.04022763987705
ORD-00587,2026-04-14,Karachi,Electronics,Wireless Earbuds,West Industries,3,15030.25,45090.75,26897.79,18192.96,40.347432677433844
ORD-00248,2026-06-06,Islamabad,Home Appliances,Microwave Oven,Khyber Co,4,40505.83,162023.32,121257.32,40766.0,25.160575650468093
ORD-00288,2026-03-24,Islamabad,Electronics,Laptop,Unity Enterprises,3,181630.04,544890.12,443388.48,101501.64000000001,18.62790978849094
ORD-00327,2026-01-12,Multan,Electronics,Wireless Earbuds,Zenith Industries,4,14100.36,56401.44,37356.96,19044.480000000003,33.76594640136848
ORD-00054,2026-06-05,Islamabad,Clothing,Jacket,Royal Co,4,18885.9,75543.6,44936.88,30606.72000000001,40.515305068860904
ORD-00316,2026-06-15,Karachi,Electronics,Wireless Earbuds,Beta Mart,6,14682.79,88096.74,54779.16,33317.58,37.81931090753188
ORD-00304,2026-01-28,Lahore,Electronics,Smartphone,Delta Mart,4,92798.83,371195.32,318732.24,52463.080000000016,14.133551037227521
ORD-00352,2026-06-05,Islamabad,Office Supplies,Desk Organizer,Zenith Co,2,3391.85,6783.7,3733.58,3050.12,44.96248360039507
ORD-00043,2026-03-28,Karachi,Furniture,Filing Cabinet,Sigma Traders,3,32768.64,98305.92,73231.44,25074.479999999996,25.506581902697214
ORD-00194,2026-04-03,Faisalabad,Electronics,Wireless Earbuds,Jinnah Industries,1,15015.63,15015.63,9019.24,5996.389999999999,39.93432177004894
ORD-00223,2026-03-06,Lahore,Electronics,Monitor,Metro Mart,2,52780.27,105560.54,78340.24,27220.29999999999,25.786434968976085
ORD-00378,2026-04-17,Lahore,Furniture,Study Desk,Nexus Ltd,3,51432.15,154296.45,99851.64,54444.81000000001,35.28584747089127
ORD-00219,2026-02-25,Rawalpindi,Home Appliances,Vacuum Cleaner,Falcon Traders,6,34607.55,207645.3,144504.66,63140.639999999985,30.40793121732107
ORD-00321,2026-05-21,Karachi,Electronics,Smartphone,Alpha Co,6,97658.05,585948.3,462434.1,123514.20000000007,21.07936826508415
ORD-00381,2026-02-22,Lahore,Office Supplies,Desk Organizer,West Stores,2,3265.78,6531.56,3966.88,2564.6800000000003,39.26596402697059
ORD-00102,2026-05-02,Faisalabad,Electronics,Monitor,Vertex Solutions,1,52746.61,52746.61,40824.37,11922.239999999998,22.602855425211207
ORD-00392,2026-02-22,Lahore,Office Supplies,Notebook Pack,Royal Industries,2,1811.0,3622.0,2183.78,1438.2199999999998,39.7078961899503
ORD-00070,2026-06-28,Lahore,Clothing,Formal Shirt,Vertex Co,1,6294.53,6294.53,4030.64,2263.89,35.96598951788298
ORD-00345,2026-06-11,Faisalabad,Home Appliances,Vacuum Cleaner,Khyber Ltd,4,35074.63,140298.52,99967.76,40330.759999999995,28.74639019713109
ORD-00443,2026-02-23,Karachi,Home Appliances,Air Fryer,Prime Ltd,4,29638.92,118555.68,85647.44,32908.23999999999,27.75762409696439
ORD-00557,2026-04-05,Lahore,Furniture,Study Desk,West Co,5,48851.55,244257.75,177174.65,67083.1,27.464062041020192
ORD-00280,2026-05-23,Lahore,Electronics,Wireless Earbuds,Horizon Industries,5,14588.9,72944.5,44838.95,28105.550000000003,38.53004681641522
ORD-00202,2026-12-06,Karachi,Electronics,Keyboard,Nexus Enterprises,4,11790.26,47161.04,30460.84,16700.2,35.41100874789869
ORD-00569,2026-05-14,Karachi,Office Supplies,Desk Organizer,Beta Ltd,4,3023.17,12092.68,7890.04,4202.64,34.75358646718511
ORD-00273,2026-05-27,Karachi,Clothing,Formal Shirt,Metro Co,1,6692.99,6692.99,3808.91,2884.08,43.09105496945311
ORD-00295,2026-03-14,Lahore,Clothing,Trousers,Prime Mart,6,8718.0,52308.0,31339.08,20968.92,40.08740536820372
ORD-00412,2026-06-27,Karachi,Furniture,Filing Cabinet,Crescent Solutions,3,32502.83,97508.49,67676.07,29832.42,30.59468975470751
ORD-00567,2026-02-27,Rawalpindi,Electronics,Smartphone,Alpha Stores,3,98472.22,295416.66,229582.5,65834.15999999997,22.285188655236972
ORD-00165,2026-01-23,Lahore,Furniture,Filing Cabinet,Nexus Traders,4,29782.41,119129.64,94317.56,24812.08,20.827797347494716
ORD-00336,2026-06-08,Islamabad,Home Appliances,Vacuum Cleaner,Horizon Enterprises,3,31123.79,93371.37,70818.09,22553.28,24.154384796967207
ORD-00340,2026-04-03,Faisalabad,Clothing,Jacket,Falcon Solutions,6,18241.79,109450.74,68322.6,41128.14,37.57684964030394
ORD-00538,2026-05-01,Lahore,Furniture,Office Chair,Falcon Solutions,1,37446.34,37446.34,27304.89,10141.449999999997,27.082620090508176
ORD-00267,2026-03-02,Faisalabad,Furniture,Office Chair,Sigma Co,2,38734.6,77469.2,55737.3,21731.899999999994,28.05230982119345
ORD-00051,2026-03-12,Faisalabad,Furniture,Study Desk,Beta Ltd,6,49244.35,295466.1,219892.98,75573.11999999997,25.577594180855257
ORD-00487,2026-03-04,Islamabad,Home Appliances,Electric Kettle,Pak Traders,1,8868.05,8868.05,5638.82,3229.2299999999996,36.41420605431859
ORD-00500,2026-06-25,Karachi,Office Supplies,Notebook Pack,Delta Mart,4,1863.36,7453.44,4421.8,3031.6399999999994,40.67437317533917
ORD-00246,2026-04-24,Karachi,Clothing,Trousers,Nexus Traders,1,7853.35,7853.35,4873.08,2980.2700000000004,37.94902812175696
ORD-00427,2026-02-16,Islamabad,Electronics,Laptop,Horizon Solutions,2,183185.61,366371.22,289306.3,77064.91999999998,21.034654414175872
ORD-00523,2026-04-15,Rawalpindi,Electronics,Wireless Earbuds,Pak Industries,4,14336.25,57345.0,35791.04,21553.96,37.58646786991019
ORD-00581,2026-02-25,Faisalabad,Home Appliances,Microwave Oven,Horizon Co,4,36418.73,145674.92,124410.4,21264.52000000002,14.597241584206818
ORD-00469,2026-06-26,Karachi,Furniture,Bookshelf,Zenith Stores,2,24341.91,48683.82,33611.0,15072.82,30.960635381529222
ORD-00589,2026-06-17,Karachi,Home Appliances,Electric Kettle,Vertex Mart,3,8933.91,26801.73,17078.37,9723.36,36.27885214872324
ORD-00123,2026-05-20,Faisalabad,Electronics,Monitor,Indus Industries,5,50064.63,250323.15,193540.5,56782.649999999994,22.68373899896993
ORD-00073,2026-04-28,Karachi,Office Supplies,Printer Paper Box,Vertex Mart,3,4494.02,13482.06,9013.86,4468.199999999999,33.14181957356664
ORD-00188,2026-04-11,Karachi,Clothing,Jacket,Nexus Traders,6,18603.32,111619.92,70327.26,41292.66,36.99398816985356
ORD-00127,2026-03-29,Unknown,Clothing,Polo Shirt,Royal Mart,1,4553.45,4553.45,2900.14,1653.31,36.30895255246022
ORD-00437,2026-03-05,Multan,Clothing,Formal Shirt,Crescent Stores,1,6573.81,6573.81,4024.12,2549.6900000000005,38.78557487971207
ORD-00034,2026-01-19,Karachi,Home Appliances,Electric Kettle,Prime Stores,1,9172.25,9172.25,5482.52,3689.7299999999996,40.227098040284545
ORD-00284,2026-06-01,Karachi,Furniture,Study Desk,West Solutions,2,46996.53,93993.06,70556.26,23436.800000000003,24.934606874167095
ORD-00343,2026-02-09,Karachi,Home Appliances,Vacuum Cleaner,Sigma Ltd,4,34497.64,137990.56,93164.56,44826.0,32.48483084639992
ORD-00060,2026-01-11,Karachi,Furniture,Filing Cabinet,Khyber Enterprises,5,31701.23,158506.15,119146.65,39359.5,24.831528618921098
ORD-00545,2026-03-18,Multan,Electronics,Keyboard,West Co,1,12414.35,12414.35,8013.78,4400.570000000001,35.447445899302025
ORD-00200,2026-01-02,Karachi,Office Supplies,Ink Cartridge,West Industries,4,9351.23,37404.92,26647.2,10757.719999999998,28.7601737953189
ORD-00594,2026-02-06,Karachi,Electronics,Wireless Earbuds,Sigma Stores,5,13708.18,68540.9,45578.45,22962.449999999997,33.50182154013151
ORD-00338,2026-04-17,Islamabad,Clothing,Jacket,West Mart,1,17554.68,17554.68,11184.43,6370.25,36.288043985991195
ORD-00233,2026-05-28,Lahore,Furniture,Bookshelf,Khyber Solutions,3,24457.96,73373.88,48573.45,24800.430000000008,33.80007981041756
ORD-00173,2026-06-08,Unknown,Furniture,Filing Cabinet,Zenith Traders,2,33787.36,67574.72,47274.22,20300.5,30.04155992063304
ORD-00314,2026-05-12,Karachi,Electronics,Keyboard,Royal Industries,2,12706.58,25413.16,15152.2,10260.96,40.37656080550392
ORD-00398,2026-04-17,Karachi,Furniture,Study Desk,Delta Mart,2,48142.59,96285.18,70018.3,26266.87999999999,27.280293810532413
ORD-00309,2026-04-24,Lahore,Home Appliances,Electric Kettle,Khyber Co,6,8114.28,48685.68,33962.94,14722.739999999998,30.24039101435986
ORD-00553,2026-06-08,Faisalabad,Office Supplies,Desk Organizer,Falcon Enterprises,1,3012.74,3012.74,1875.83,1136.9099999999999,37.73674462449465
ORD-00255,2026-03-11,Karachi,Electronics,Laptop,Royal Traders,3,189068.05,567204.15,436840.02,130364.13,22.98363472834252
ORD-00052,2026-02-06,Unknown,Electronics,Smartphone,Alpha Solutions,5,94824.62,474123.1,367630.9,106492.19999999995,22.46087566709995
ORD-00086,2026-06-07,Karachi,Home Appliances,Vacuum Cleaner,Alpha Ltd,6,33476.48,200858.88,146630.94,54227.94,26.99802966142199
ORD-00266,2026-03-16,Karachi,Electronics,Keyboard,Falcon Industries,1,13221.46,13221.46,7626.72,5594.739999999999,42.31559903369219
ORD-00303,2026-06-06,Karachi,Clothing,Formal Shirt,Khyber Solutions,5,6256.57,31282.85,18898.5,12384.349999999999,39.588304774021545
ORD-00479,2026-05-09,Rawalpindi,Unknown,Air Fryer,Green Ltd,2,27852.11,55704.22,40191.7,15512.520000000004,27.84801582357675
ORD-00399,2026-01-28,Karachi,Furniture,Bookshelf,Sigma Mart,1,23551.75,23551.75,17145.6,6406.1500000000015,27.20031420170476
ORD-00179,2026-02-25,Karachi,Furniture,Study Desk,Unity Ltd,6,49320.62,295923.72,219624.84,76298.87999999998,25.78329307295812
ORD-00056,2026-04-01,Lahore,Home Appliances,Microwave Oven,West Stores,3,39782.4,119347.2,88664.82,30682.37999999999,25.708504263191756
ORD-00270,2026-01-03,Unknown,Electronics,Monitor,Horizon Traders,3,50071.45,150214.35,114464.58,35749.770000000004,23.79917098466292
ORD-00599,2026-03-05,Karachi,Office Supplies,Ink Cartridge,Vertex Ltd,2,9133.37,18266.74,14173.72,4093.0200000000023,22.40695384069627
ORD-00473,2026-03-19,Islamabad,Home Appliances,Electric Kettle,Royal Enterprises,6,8122.18,48733.08,32961.18,15771.900000000001,32.363848129443085
ORD-00543,2026-05-09,Karachi,Clothing,Trousers,Delta Solutions,3,7894.45,23683.35,14934.09,8749.259999999998,36.942662250061744
ORD-00020,2026-06-28,Lahore,Home Appliances,Air Fryer,Alpha Industries,5,28937.92,144689.6,104013.8,40675.8,28.112455905607593
ORD-00319,2026-06-19,Multan,Office Supplies,Ink Cartridge,Nexus Enterprises,5,9383.18,46915.9,34979.35,11936.550000000003,25.442440622475544
ORD-00478,2026-05-28,Karachi,Electronics,Keyboard,Delta Stores,6,12967.17,77803.02,46294.14,31508.880000000005,40.49827371739555
ORD-00228,2026-03-24,Karachi,Office Supplies,Ink Cartridge,Pak Traders,3,10205.35,30616.05,20591.31,10024.739999999998,32.74341399364059
ORD-00077,2026-03-09,Karachi,Clothing,Polo Shirt,Royal Solutions,2,4552.3,9104.6,5797.58,3307.0200000000004,36.32251828745909
ORD-00260,2026-01-01,Lahore,Electronics,Keyboard,Metro Industries,5,12463.42,62317.1,37852.1,24465.0,39.258887207524104
ORD-00394,2026-01-19,Karachi,Home Appliances,Microwave Oven,Nexus Mart,1,41310.68,41310.68,30691.11,10619.57,25.706596938128346
ORD-00362,2026-03-13,Lahore,Office Supplies,Notebook Pack,Falcon Industries,1,1832.8,1832.8,1127.06,705.74,38.506110868616325
